ID salarié,Nom,Prénom,Date de naissance,BU,Date d'embauche,Salaire brut,Type de contrat,Nombre de jours de CP,Adresse du domicile,Moyen de déplacement,Pratique d'un sport,Distance domicile-entreprise (km),distance_limit,transport_eligible,bonus,Nombre d'activités,Éligible jours bien-être,Jours bien-être accordés
31453,Renard,Bertrand,1999-06-01,Marketing,2022-05-30,69560,CDI,29,"6 Av. des Pins, 34570 Montarnaud",Véhicule thermique/électrique,Aucune,29.42,,False,0.0,0,False,0
53944,Lebon,Nath,1994-07-26,Support,2024-05-18,56100,CDI,29,"58 Bd Ernest Renan, 34000 Montpellier",Vélo/Trottinette/Autres,Natation,5.08,25.0,True,2805.0,103,True,5
27483,Raymond,Juliette,1978-06-14,R&D,2022-10-06,55910,CDI,25,"Rue du Ctre, 34160 Saint-Drézéry",Véhicule thermique/électrique,Badminton,25.02,,False,0.0,97,True,5
48154,Gosselin,Simone,1981-10-29,Finance,2022-09-01,65640,CDI,25,"Rue des Vignes, 34070 Montpellier",Vélo/Trottinette/Autres,Aucune,6.61,25.0,True,3282.0,0,False,0
79919,Dupré,Alain,1977-09-23,Support,2022-10-07,58380,CDI,28,"229 Rue Albert Camus, 34660 Cournonterral",Véhicule thermique/électrique,Aucune,23.7,,False,0.0,0,False,0
71657,Delattre,Joseph,1966-01-29,R&D,2024-02-25,30880,CDI,29,"17 Av. de la Gare, 34770 Gigean",Véhicule thermique/électrique,Aucune,33.67,,False,0.0,0,False,0
34922,Da Silva,Claire,1986-03-16,Ventes,2023-08-22,54170,CDI,25,"61 Rue Jean Jaurès, 34200 Sète",Véhicule thermique/électrique,Tennis,40.06,,False,0.0,29,True,5
42234,Benard,Anais,1962-12-07,R&D,2023-02-17,46210,CDI,25,"5 Rue des Ecoles, 34830 Clapiers",Transports en commun,Aucune,17.81,,False,0.0,0,False,0
96558,Munoz,Suzanne,1971-07-07,Support,2022-09-01,48040,CDI,28,"179 Chem. de la Rocheuse, 34170 Castelnau-le-Lez",Véhicule thermique/électrique,Triathlon,8.23,,False,0.0,104,True,5
86692,Hernandez,Marie,1961-01-01,Marketing,2022-06-06,39050,CDI,27,"90 Av. de la Plage, 34450 Vias",Véhicule thermique/électrique,Aucune,66.22,,False,0.0,0,False,0
50866,Techer,Roger,1987-04-18,Ventes,2022-02-19,49230,CDI,25,"16 Rue des Roses, 34970 Lattes",Marche,Randonnée,2.81,15.0,True,2461.5,27,True,5
35731,Morvan,Laurence,2001-07-05,Ventes,2021-06-14,63450,CDI,26,"46 Rue des Écoles, 34470 Pérols",Vélo/Trottinette/Autres,Rugby,4.43,25.0,True,3172.5,213,True,5
51866,Carre,Marguerite,2000-06-09,Ventes,2023-10-19,54220,CDI,25,"30 Rue des Vignes, 34970 Lattes",Marche,Runing,2.27,15.0,True,2711.0,24,True,5
19260,Marchand,René,1961-06-10,Finance,2023-08-24,68300,CDI,26,"1 Rue de la Paix, 34130 Saint-Aunès",Transports en commun,Runing,14.29,,False,0.0,109,True,5
82858,Colas,Nathalie,1970-12-30,Marketing,2023-04-19,31820,CDI,25,"125 Rue du Port, 34280 La Grande-Motte",Vélo/Trottinette/Autres,Aucune,17.13,25.0,True,1591.0,0,False,0
50955,Godard,Margaud,1992-05-23,Support,2022-03-29,67480,CDI,25,"99 Rue du N, 34920 Le Crès",Vélo/Trottinette/Autres,Rugby,10.77,25.0,True,3374.0,114,True,5
43965,Tanguy,TimothÃ©e,1986-06-15,Ventes,2024-02-07,54180,CDI,27,"100 Av. de la Gare, 34970 Lattes",Marche,Aucune,1.63,15.0,True,2709.0,0,False,0
42960,Normand,Michel,1994-10-26,Ventes,2025-01-10,26320,CDD,29,"17 Rue Maguelone, 34250 Palavas-les-Flots",Vélo/Trottinette/Autres,Runing,11.23,25.0,True,1316.0,100,True,5
13780,Renard,Sylvain,1982-11-29,Finance,2024-04-11,60200,CDI,25,"56 Imp. Robespierre, 34130 Mauguio",Vélo/Trottinette/Autres,Aucune,9.74,25.0,True,3010.0,0,False,0
18941,Guillou,Gilles,1986-12-23,Finance,2025-02-27,59910,CDI,29,"68 Bd des Écoles, 34750 Villeneuve-lès-Maguelone",Vélo/Trottinette/Autres,Runing,11.77,25.0,True,2995.5,90,True,5
81676,Breton,Jeannine,1966-06-24,Ventes,2022-01-22,48430,CDI,29,"27 Av. du Général Leclerc, 34470 Pérols",Marche,Tennis,4.06,15.0,True,2421.5,220,True,5
27069,Delahaye,Philippe,1996-09-10,Support,2020-11-27,56380,CDI,29,"59 Chem. des Pins, 34170 Castelnau-le-Lez",Véhicule thermique/électrique,Runing,8.87,,False,0.0,99,True,5
30256,Dumas,Odette,1960-12-22,Ventes,2023-04-08,45170,CDI,29,"2 Rue du Nord, 34920 Le Crès",Véhicule thermique/électrique,Aucune,12.97,,False,0.0,0,False,0
94680,Pineau,Henri,1973-11-16,Marketing,2025-01-24,64180,CDD,26,"5 Av. de la Liberté, 34070 Montpellier",Vélo/Trottinette/Autres,Natation,5.71,25.0,True,3209.0,115,True,5
